arabic,sql,db_id
[Translation] ما هي معرفات المحطات التي تقع في سان فرانسيسكو ولديها متوسط توفر الدراجات أكثر من 10.,"SELECT id FROM station WHERE city = ""San Francisco"" INTERSECT SELECT station_id FROM status GROUP BY station_id HAVING avg ( bikes_available ) > 10",bike_1
[Translation] ما هي معرفات المحطات في سان فرانسيسكو التي عاده ما تحتوي علي أكثر من 10 دراجه متاحه؟,"SELECT id FROM station WHERE city = ""San Francisco"" INTERSECT SELECT station_id FROM status GROUP BY station_id HAVING avg ( bikes_available ) > 10",bike_1
[Translation] ما هي الأسماء ومعرفات المحطات التي كانت لديها أكثر من 14 دراجه متاحه في المتوسط أو تم تثبيتها في ديسمبر؟,"SELECT T1.name , T1.id FROM station AS T1 JOIN status AS T2 ON T1.id = T2.station_id GROUP BY T2.station_id HAVING avg ( T2.bikes_available ) > 14 UNION SELECT name , id FROM station WHERE installation_date LIKE ""12/%""",bike_1
[Translation] ما هي الأسماء ومعرفات جميع المحطات التي كان لديها أكثر من 14 دراجه متاحه في المتوسط أو كانت بها دراجات تم تثبيتها في ديسمبر؟,"SELECT T1.name , T1.id FROM station AS T1 JOIN status AS T2 ON T1.id = T2.station_id GROUP BY T2.station_id HAVING avg ( T2.bikes_available ) > 14 UNION SELECT name , id FROM station WHERE installation_date LIKE ""12/%""",bike_1
[Translation] ما هي أكثر 3 معدلات للتغطيه السحابيه شيوعا في منطقه الرمز البريدي 94107؟,SELECT cloud_cover FROM weather WHERE zip_code = 94107 GROUP BY cloud_cover ORDER BY COUNT ( * ) DESC LIMIT 3,bike_1
[Translation] ما هي أكثر 3 تغطيات سحاب شيوعا في رمز البريدي 94107؟,SELECT cloud_cover FROM weather WHERE zip_code = 94107 GROUP BY cloud_cover ORDER BY COUNT ( * ) DESC LIMIT 3,bike_1
[Translation] ما هو الرمز البريدي الذي يحتوي علي أدني متوسط لضغط مستوي سطح البحر؟,SELECT zip_code FROM weather GROUP BY zip_code ORDER BY avg ( mean_sea_level_pressure_inches ) LIMIT 1,bike_1
[Translation] ما هو الرمز البريدي الذي يحتوي علي أدني متوسط لضغط مستوي سطح البحر؟,SELECT zip_code FROM weather GROUP BY zip_code ORDER BY avg ( mean_sea_level_pressure_inches ) LIMIT 1,bike_1
[Translation] ما هو متوسط توفر الدراجات في المحطات التي لا تقع في بالو ألتو؟,"SELECT avg ( bikes_available ) FROM status WHERE station_id NOT IN ( SELECT id FROM station WHERE city = ""Palo Alto"" )",bike_1
[Translation] ما هو متوسط توفر الدراجات للمحطات التي لا تقع في بالو ألتو؟,"SELECT avg ( bikes_available ) FROM status WHERE station_id NOT IN ( SELECT id FROM station WHERE city = ""Palo Alto"" )",bike_1
[Translation] ما هو متوسط ​​خط الطول للمحطات التي لم تكن لديها توفر للدراجات أكثر من 10؟,SELECT avg ( long ) FROM station WHERE id NOT IN ( SELECT station_id FROM status GROUP BY station_id HAVING max ( bikes_available ) > 10 ),bike_1
[Translation] ما هو المتوسط ​​لخط الطول لجميع المحطات التي لم تكن لديها أكثر من 10 دراجه متاحه؟,SELECT avg ( long ) FROM station WHERE id NOT IN ( SELECT station_id FROM status GROUP BY station_id HAVING max ( bikes_available ) > 10 ),bike_1
[Translation] متي وفي أي رمز بريدي وصلت درجه الحراره القصوي إلي 80؟,"SELECT date , zip_code FROM weather WHERE max_temperature_f > = 80",bike_1
[Translation] ما هي رموز البريد التي تحتوي علي محطه ودرجه حراره قصوي تزيد عن أو تساوي 80، ومتي وصلت إلي تلك الحراره؟,"SELECT date , zip_code FROM weather WHERE max_temperature_f > = 80",bike_1
[Translation] أعطني معرفات لجميع الرحلات التي جرت في منطقه رمز بريدي بمتوسط ​​درجه حراره متوسطه أعلي من 60.,SELECT T1.id FROM trip AS T1 JOIN weather AS T2 ON T1.zip_code = T2.zip_code GROUP BY T2.zip_code HAVING avg ( T2.mean_temperature_f ) > 60,bike_1
[Translation] لكل رمز بريدي، ابحث عن معرفات جميع الرحلات التي لديها متوسط درجه حراره متوسط أعلي من 60؟,SELECT T1.id FROM trip AS T1 JOIN weather AS T2 ON T1.zip_code = T2.zip_code GROUP BY T2.zip_code HAVING avg ( T2.mean_temperature_f ) > 60,bike_1
[Translation] لكل رمز بريدي، أعد كم مره وصلت فيها أقصي سرعه رياح إلي 25؟,"SELECT zip_code , count ( * ) FROM weather WHERE max_wind_Speed_mph > = 25 GROUP BY zip_code",bike_1
[Translation] لكل رمز بريدي، كم مره وصلت فيها السرعه القصوي للرياح إلي 25 ميلا في الساعه؟,"SELECT zip_code , count ( * ) FROM weather WHERE max_wind_Speed_mph > = 25 GROUP BY zip_code",bike_1
[Translation] في أي يوم وفي أي رمز بريدي كانت نقطه الندي الدنيا أقل من أي يوم في رمز البريدي 94107؟,"SELECT date , zip_code FROM weather WHERE min_dew_point_f < ( SELECT min ( min_dew_point_f ) FROM weather WHERE zip_code = 94107 )",bike_1
[Translation] أيام كانت نقطه الندي الدنيا فيها أقل من أي يوم في رمز البريدي 94107، وفي أي رموز بريد تم قياس تلك القراءات؟,"SELECT date , zip_code FROM weather WHERE min_dew_point_f < ( SELECT min ( min_dew_point_f ) FROM weather WHERE zip_code = 94107 )",bike_1
[Translation] لكل رحله، أرجع تاريخ تثبيت محطتها النهائيه.,"SELECT T1.id , T2.installation_date FROM trip AS T1 JOIN station AS T2 ON T1.end_station_id = T2.id",bike_1
[Translation] ما هو تاريخ التثبيت لكل محطه نهايه علي جميع الرحلات؟,"SELECT T1.id , T2.installation_date FROM trip AS T1 JOIN station AS T2 ON T1.end_station_id = T2.id",bike_1
[Translation] أي رحله بدأت من المحطه التي كانت لديها أكبر عدد من الأرصفه؟ قدم لي الرقم التعريفي للرحله.,SELECT T1.id FROM trip AS T1 JOIN station AS T2 ON T1.start_station_id = T2.id ORDER BY T2.dock_count DESC LIMIT 1,bike_1
[Translation] ما هو معرف الرحله التي بدأت من المحطه ذات العدد الأعلي للأرصفه؟,SELECT T1.id FROM trip AS T1 JOIN station AS T2 ON T1.start_station_id = T2.id ORDER BY T2.dock_count DESC LIMIT 1,bike_1
[Translation] عدد الرحلات التي لم تنتهي في مدينه سان فرانسيسكو.,"SELECT count ( * ) FROM trip AS T1 JOIN station AS T2 ON T1.end_station_id = T2.id WHERE T2.city ! = ""San Francisco""",bike_1
[Translation] كم عدد الرحلات التي لم تنتهي في سان فرانسيسكو؟,"SELECT count ( * ) FROM trip AS T1 JOIN station AS T2 ON T1.end_station_id = T2.id WHERE T2.city ! = ""San Francisco""",bike_1
[Translation] في رمز البريدي 94107، في أي يوم لم يتم فيه رصد الضباب أو المطر؟,"SELECT date FROM weather WHERE zip_code = 94107 AND EVENTS ! = ""Fog"" AND EVENTS ! = ""Rain""",bike_1
[Translation] في أي يوم لم يكن هناك ضباب أو مطر في رمز البريدي 94107؟,"SELECT date FROM weather WHERE zip_code = 94107 AND EVENTS ! = ""Fog"" AND EVENTS ! = ""Rain""",bike_1
[Translation] ما هي معرفات المحطات التي لديها خطوط عرض أعلي من 37.4 ولم تكن لديها توفر للدراجات أقل من 7؟,SELECT id FROM station WHERE lat > 37.4 EXCEPT SELECT station_id FROM status GROUP BY station_id HAVING min ( bikes_available ) < 7,bike_1
[Translation] ما هي معرفات جميع المحطات التي لديها خطوط عرض أعلي من 37.4 ولم تكن لديها أقل من 7 دراجات متاحه؟,SELECT id FROM station WHERE lat > 37.4 EXCEPT SELECT station_id FROM status GROUP BY station_id HAVING min ( bikes_available ) < 7,bike_1
[Translation] ما هي أسماء المحطات التي لديها توفر للدراجات فوق 10 في المتوسط وغير موجوده في مدينه سان خوسيه؟,"SELECT T1.name FROM station AS T1 JOIN status AS T2 ON T1.id = T2.station_id GROUP BY T2.station_id HAVING avg ( bikes_available ) > 10 EXCEPT SELECT name FROM station WHERE city = ""San Jose""",bike_1
[Translation] ما هي أسماء جميع المحطات التي تحتوي علي أكثر من 10 دراجه متاحه وليست موجوده في سان خوسيه؟,"SELECT T1.name FROM station AS T1 JOIN status AS T2 ON T1.id = T2.station_id GROUP BY T2.station_id HAVING avg ( bikes_available ) > 10 EXCEPT SELECT name FROM station WHERE city = ""San Jose""",bike_1
[Translation] ما هو اسم المحطه وخط العرض والمدينه للمحطه التي تحتوي علي أقل خط عرض؟,"SELECT name , lat , city FROM station ORDER BY lat LIMIT 1",bike_1
[Translation] ما هو اسم المحطه وخط العرض والمدينه للمحطه التي تقع إلي الجنوب بشكل أقصي؟,"SELECT name , lat , city FROM station ORDER BY lat LIMIT 1",bike_1
[Translation] ما هي التاريخ ودرجه الحراره المتوسطه ورطوبه الهواء المتوسطه لأعلي 3 أيام مع أكبر سرعات هبوب للرياح؟,"SELECT date , mean_temperature_f , mean_humidity FROM weather ORDER BY max_gust_speed_mph DESC LIMIT 3",bike_1
[Translation] ما هو التاريخ ودرجه الحراره المتوسطه ورطوبه الهواء المتوسطه للأيام التي تحتوي علي أكبر 3 سرعات هبوب للرياح؟,"SELECT date , mean_temperature_f , mean_humidity FROM weather ORDER BY max_gust_speed_mph DESC LIMIT 3",bike_1
[Translation] اعطني اسم المدينه وعدد المحطات لجميع المدن التي تحتوي علي ما لا يقل عن 15 محطه.,"SELECT city , COUNT ( * ) FROM station GROUP BY city HAVING COUNT ( * ) > = 15",bike_1
[Translation] ما هو اسم كل مدينه تحتوي علي ما لا يقل عن 15 محطه وكم عدد المحطات لديها؟,"SELECT city , COUNT ( * ) FROM station GROUP BY city HAVING COUNT ( * ) > = 15",bike_1
[Translation] اعرض علي معرفات وأسماء المحطات التي بدأت منها ما لا يقل عن 200 رحله.,"SELECT start_station_id , start_station_name FROM trip GROUP BY start_station_name HAVING COUNT ( * ) > = 200",bike_1
[Translation] ما هي معرفات وأسماء جميع محطات البدايه التي كانت بدايه لما لا يقل عن 200 رحله؟,"SELECT start_station_id , start_station_name FROM trip GROUP BY start_station_name HAVING COUNT ( * ) > = 200",bike_1
[Translation] اعرض رمز البريدي الذي تكون فيه متوسط ​​وضوح الرؤيه أقل من 10.,SELECT zip_code FROM weather GROUP BY zip_code HAVING avg ( mean_visibility_miles ) < 10,bike_1
[Translation] لكل رمز بريدي، حدد جميع تلك التي تحتوي علي متوسط ​​وضوح رؤيه أقل من 10.,SELECT zip_code FROM weather GROUP BY zip_code HAVING avg ( mean_visibility_miles ) < 10,bike_1
[Translation] أعرض جميع المدن بترتيب تنازلي حسب أقصي خط عرض لمحطاتها.,SELECT city FROM station GROUP BY city ORDER BY max ( lat ) DESC,bike_1
[Translation] لكل مدينه، أعرض أسماءها بترتيب تنازلي حسب أقصي خط عرض لمحطاتها.,SELECT city FROM station GROUP BY city ORDER BY max ( lat ) DESC,bike_1
[Translation] ما هي التواريخ التي حققت فيها أعلي 5 معدلات لتغطيه السحب؟ وأيضا، قل لي معدل تغطيه السحب.,"SELECT date , cloud_cover FROM weather ORDER BY cloud_cover DESC LIMIT 5",bike_1
[Translation] ما هي التواريخ التي حققت فيها 5 أعلي معدلات لتغطيه السحب وما هي هذه المعدلات؟,"SELECT date , cloud_cover FROM weather ORDER BY cloud_cover DESC LIMIT 5",bike_1
